,SEM protein V1,SEM protein V2,SEM protein V3,SEM protein V4,SEM protein V5,SEM protein V6
Eps8,17752.745502950536,72413.4800997164,67969.0491586397,77255.59390746911,81549.595505767,50200.41604840766
Eps8l2,48516.92574868589,127166.81626297091,149108.89463477492,149182.77875600272,142631.85552269578,216648.13841213647
Eps8l3,34810.27032006976,163565.69118272787,165499.8526365875,159668.07182369917,248561.44496643057,249955.89609599556
Ept1,62180.14470078468,26534.657464758522,54614.3097494353,68558.66643663525,72531.06253014498,54056.25728523423
Erap1,30340.59786198095,42320.93340243185,67598.79320583784,85298.81951124876,87485.88833987844,64299.82190825012
Erbb2,1490.4478754068978,1763.7209915831083,3868.0432411774673,2521.3161755868737,3890.598779776409,3577.095307236281
Erbb2ip,3344.9851467270096,6564.273304726521,6685.072393693111,3903.050991222674,6481.891101137875,4565.062932233171
Erbb3,2344.8840542859357,1322.1537601951436,6389.035932030542,2619.072232492967,5572.647261873801,5346.876938142055
Ergic3,12354.683022075846,20347.160102679984,37016.54187537077,28285.69403989603,25352.099026075586,20076.970468022766
Erh,82497.76539550068,88724.5738759663,356814.83112630364,202460.5654261295,196643.63479873902,38177.78222917454
Erlin1,26391.869043176026,33833.81673055871,47367.48966268961,27712.636296913042,35804.14721470058,28365.75743630427
Erlin2,31052.41306946391,210090.06756064802,121947.87132072724,134267.7249192406,147577.71143758608,143719.2279946207
Ermp1,10744.004737062258,11233.78658958277,29949.228856109785,7456.384523066891,3477.038543359313,7808.484810734577
Ero1l,58608.29531740615,64379.28338078773,88308.61586285029,65163.36665208835,48511.218642377076,67954.42739673062
Ero1lb,3222.521352506628,4950.437888935158,13119.87544666873,9667.911355497698,9929.152254630935,9897.076753982801
Erp29,70893.91701155764,74854.5562166322,65425.077743223104,50876.03111008009,33319.07426536166,48577.45445502922
Erp44,179976.0259389292,248132.28022885133,244880.25340896717,191814.961769638,306297.76072029147,141146.63580613578
Esd,139724.28460991697,230117.572567482,93646.16118808094,81215.92473747255,106344.5978022311,130894.71329093858
Espn,20316.428156484963,15678.775622773775,24681.699418083095,179116.37309572817,125876.18767957459,44805.01246195816
Esrp1,4846.350907086983,6110.457252754722,2372.7654498361794,5551.564705163682,4300.668370346096,4696.2007050373895
Esyt2,3708.4416522156816,4825.147133394792,6529.037155854223,4464.7823055623185,5239.769592782303,3555.5365047648424
Etf1,18501.07863701537,9810.302932387882,19429.161795424636,11254.180586926374,27783.651919807817,13777.516279506308
Etfa,504004.6111926755,322190.8693608197,841145.9818439748,294051.3130402174,175542.82771953588,442564.38073694805
Etfb,595792.4606679104,723773.2030843674,640838.1746828449,363625.92557043047,445397.37359796424,444146.0249998893
Etfdh,103952.40789260427,165982.01782201082,62808.27217770176,114978.60596157069,184277.44053760116,102696.49575232071
Ewsr1,71460.52761452034,59153.53789810796,89032.46586494337,42731.50934969667,47765.13354103325,24835.547794321887
Exoc1,246.2077463674803,359.6056833908398,388.068710706046,2159.483052617364,397.00618445778707,2597.7346497869303
Exoc3l4,6309.059800342175,50993.59530207327,33879.97472216582,25076.090305015266,20153.471195766884,14144.90705541637
Exoc8,1299.2658580264992,3156.221300042098,2917.846921416683,11060.926548522604,4004.0857719739215,3559.85671406993
Exosc3,4994.157161627092,607.8631174841382,655.9758846509825,668.0522507827399,671.0834341366825,671.8442650377146
Exosc4,1819.8208664552456,9149.818862074255,7477.862158179452,2921.178616959833,9811.52271528656,7658.826057170593
Exosc9,20993.906482661085,30303.914943118154,18232.33115660597,5000.5180758927645,10156.369292836045,17083.14709546373
Ezr,80657.99522990127,476971.6981845043,483845.62176572735,853997.0561747527,662829.1888698206,1095130.100355677
F11r,103064.38850725995,49178.69208428486,64548.99642598428,91807.57930709349,43650.64085222253,77692.25035869524
Faah,67006.88446367471,196106.07600573497,226315.73249525417,182874.70459081727,168813.04966204427,211427.41244801
Fabp1,2823484.447796474,2436636.109881733,1973089.703092028,6723981.1056197565,3953809.2473323075,5838082.970106955
Fabp2,2297876.0602604514,4392882.86823902,7842374.997721178,4247898.844523563,10887580.248020954,5560966.498366844
Fabp6,104113.89877224645,452960.60364060296,426238.75440844224,491010.51901048055,472843.09182262066,572669.520836469
Faf1,729.7247934081123,1065.8201737856602,7898.541676016613,6012.309241076277,1176.6699472680223,1178.0039793878125
Faf2,14342.13801284005,31784.61987988598,37991.10091864188,31226.96094618862,20575.817568236118,14777.848174616338
Fahd1,42760.64370748793,63329.41266814125,79446.38634110629,31655.19538972484,61238.03476885821,72277.99491402812
Fam114a1,3182.9548574171176,39222.41980305496,9964.59703875006,18905.9715455552,28490.474841347062,20075.193593279855
Fam114a2,1307.6185922179443,1688.176495700771,3270.110838249085,6356.3732022582035,2264.9898589502727,5077.377360563027
Fam120b,438.80495858347746,640.9089857440111,3436.3289177569154,704.3702408615736,707.5662114561052,4980.965439811474
Fam129b,323.90359521217124,473.0865516114704,510.53166458633666,519.9304358638515,3031.797115791624,3239.345759267261
Fam134c,11404.5805189112,6997.441548907471,16259.020071055375,5032.124577685996,10491.920027745637,13396.803528844805
Fam136a,77153.67621803997,36572.85567601066,99064.61632876987,43805.52410172783,65917.48846976933,49032.24926689736
Fam162a,13211.331576865543,20670.928745149104,8291.558195635354,42613.69295711049,7951.118680495794,7960.1331435002
Fam175b,5022.507229111092,8846.855446495309,14788.457899360166,38562.51367243862,7925.3686135132575,25654.77091210102
Fam20b,26985.577410867976,33894.87582418531,26168.77016598858,18601.568424051908,15070.045115806188,18393.792598579133
Fam210b,27889.501443514146,18911.48203716895,13180.169286528215,12084.322418330617,19796.121848455135,9671.300152627668
Fam213a,87948.63469520063,51277.57826757376,254586.4743827919,136330.13783966942,134694.697688265,190522.7014775007
Fam213b,9657.551165258177,42974.67806776312,64100.332736636774,8327.057963673537,63993.18713716931,63941.86710035914
Fam3a,16981.8275597328,21832.9507161756,22545.926068178942,19115.597587343975,26193.58470646741,21162.425058906894
Fam3b,54789.48340710956,71307.38566426876,125139.71428333147,77492.8089636184,83261.10609487296,70375.16141142375
Fam3c,35201.48190880336,88096.82842041124,84379.58008657835,95644.14099588362,55843.67280280489,68435.26968929447
Fam49b,9735.259714773372,12366.128802420035,10364.58901639538,8265.252718386997,6566.24954044843,8206.006652643497
Fam63a,18538.29702731273,58118.20838882471,13439.295969476916,18812.88857106736,26210.7006617266,25850.60123170591
Fam73b,412.8540564726112,603.0056621245417,650.7339584919289,4986.673546257029,1645.90957791482,1334.9517830728137
Fam83b,3489.550088975309,2906.3098828992433,2454.033562882302,7334.423582220207,8256.59603387189,10810.902094894223
Fam83h,7244.614621390803,21285.674834393587,18109.81477598515,11666.334968117155,21266.052135851914,26299.09314907282
Fam96a,3964.22124378236,13023.026996724207,6248.34210021969,29725.77721046196,18380.488383074073,14104.299840710939
Fam98a,3113.846074376291,4933.314278177418,5238.62641524059,3418.086982532642,6532.837305397711,3278.7247345926144
Fam98b,37097.50077978479,54538.945670962356,51367.75931674221,28890.663336049227,40254.32971275797,37833.86422468777
Farp1,5731.735922443023,3893.6555480003635,2442.7211052850007,4681.999302140944,6225.007779809507,5524.800661633428
Farp2,278.4010255276124,4072.4133005092185,5848.043667274845,4590.140320305467,5938.270243352656,5590.835998225496
Farsa,46657.16018491674,36730.53249722593,35539.6081258034,16863.719067479506,26827.19690287345,37932.82059470075
Farsb,15425.754259118099,11996.662333549637,30469.945685045004,11510.688767003083,24649.47964053667,12425.106298402194
Fas,3315.3806233996465,10324.798093568379,5225.649895280647,20908.46285162934,16877.1782969126,14889.731356875296
Fasn,7672.396039359301,23061.512362511257,11279.927816197998,16468.322134148315,13626.865707133979,9945.534884793142
Fau,522773.33358720114,568926.7360054419,403705.1866444537,414380.3060879772,333213.3017946145,332149.31442837167
Fbl,58912.879606037466,98005.38056647933,37877.66527727377,53116.765578061655,69743.88041850428,30525.36862376595
Fblim1,10744.144598296101,31171.84207470713,25622.251888682044,34363.127962647275,19366.792909658878,25738.86792821842
Fbp1,2061.289696718443,22770.854372665504,14667.281514643653,40026.41723397237,50922.131855319596,22491.34575294155
Fbp2,206051.43746738034,135705.42165025912,155795.02504939676,91344.66919828697,165756.80310058195,214464.53746120483
Fbxo9,42151.70138268735,738790.3072318602,66438.83732736326,67661.96113984972,67968.96678209091,68046.02559118754
Fdx1,98327.3190176471,138677.89431222877,226706.83829804388,34248.64324753478,70156.9510858866,68640.2335927241
Fdxacb1,4225.817325897124,52587.84049603142,8977.050764831138,44893.30576842034,13602.462207167375,44127.45662128492
Fdxr,6390.263402125294,15659.795739787629,9387.323179492603,7325.52996283586,9472.929421812381,5861.122480352123
Fech,6758.0752963175855,11728.936450723237,12651.596848339657,11425.270518499792,11045.526822445776,14017.62692124564
Fen1,3911.522730818001,24554.189834773886,16982.096799756477,10402.509005639253,10675.968639140656,14607.574491791356
Fermt1,8063.642307805248,2389.5465930266546,6551.469816010529,2665.2658251091343,2308.5367397989676,2685.200248256707
Fgd4,529.7055210620337,773.6763717137585,834.9133674519056,3663.0147915903603,4591.707541877189,1980.6037997475373
Fhl1,22722.02309356671,4960.629580057261,6682.086264259991,6105.583464975773,10001.087830751887,6116.332673296268
Fignl1,94.30840060955768,137.74480027967346,148.64739218511562,151.38395670610177,1824.850054836239,152.24324596249062
Fip1l1,17387.722515194844,10024.62744517148,5675.891989560844,14640.515699871135,15296.424123191537,20389.25322269216
Fis1,270302.5608353128,391092.01118212636,412326.4818504388,537234.8854187514,472354.03203369444,626881.4063774241
Fkbp1a,552673.5022896251,723255.1617990719,829873.816812271,303205.4222039837,87336.42896553953,317973.3396090776
Fkbp2,214340.0725102072,324006.4200034046,226179.0783774818,168201.72045120533,212613.60318463188,153002.39761666523
Fkbp3,75333.29304390767,33040.09269955488,32208.48054487333,17632.25406838923,11382.578905903763,12504.238173638063
Fkbp4,60306.1657093087,114316.4638585946,162332.46102747237,49214.493519703115,90166.1352328213,42542.962641690145
Fkbp5,20479.574950509494,15446.760259642557,14442.748097788184,20465.14712044093,18853.167742062058,17690.259776580904
Fkbp8,47863.00360698633,61137.91108002449,60707.0321328509,94833.17406780196,93139.3188410657,58621.12353643204
Flad1,2123.3012670579888,4546.448596463642,3933.2653129776186,7915.077822256127,5614.404704754979,4135.162247075959
Flii,3887.131592459984,22991.824020164386,25420.42720050061,195164.71375800497,52882.96294604669,19694.760697772886
Flna,1585.7519214868273,3650.5563330323657,553.8671150985687,9877.771198786859,3456.9788546356544,7651.751617851035
Flnb,71379.3467607246,93664.78395147047,88417.4281029688,110985.75161634949,65478.17653578108,128770.90525025703
Fmn1,1239.2536603197102,1810.0269629563963,1953.2917923720477,8643.692992571952,13913.575003088572,1384.408774549516
Fmo4,11136.261437441792,22268.948588476684,20443.093707045038,18285.994807019615,14957.152736048365,12444.239677995893
Fmo5,14671.321442753217,148525.8725431655,160827.67660546958,119984.415366759,125406.6818702747,205976.63973625857
Fmr1,11531.00289889658,11122.804798708787,6180.168089163191,4314.944757929481,8414.965285655844,7829.62224281693
Fndc3a,8224.305564152608,16283.24980454611,15944.276310367193,16538.609576187402,2820.29411667452,19513.193670257897
Fnta,29650.732738049304,34560.2770068899,34834.64988717003,18312.312790743137,20518.065286198555,16268.238323468742
Fosl1,14677.149666427342,38554.73990336778,181942.24505955467,2145895.2099444936,11726.76573096004,186343.5177596283
Frk,1725.1011030673073,4346.276277450797,5074.53562973678,7576.184229323615,7254.123766340042,8185.986427298257
Fth1,30579.696424073943,24126.20829803617,23810.561258120546,52337.9696785935,59574.50630270637,76934.86225627539
Ftl1,35109.85464955407,35353.679328924096,39010.4328744475,59657.065830115454,47303.45413697032,62863.02471379132
Fubp1,22017.736083362335,17959.031069621986,36250.81140043144,35252.48565937164,32457.089700149136,20194.81535916689
Fuca1,10126.739128727284,20271.388212103004,6890.41057193382,31623.099394052646,22010.852997289046,36995.3166820015
Fus,71879.02134972878,217908.9332416862,85011.70501563407,63952.225591411785,134862.84967380477,117580.80854614278
Fut8,15397.355561992139,65306.28969576651,16771.425661642104,5755.616503258927,15223.893597699313,13909.058800424988
Fxr1,15906.424289840985,2815.335017637007,11486.415619685402,3922.8117081272208,18711.186642254404,23529.43577765722
Fxr2,736.5373798403342,1075.7704894672868,3614.3540124885676,5065.748233366577,3040.725964696384,2427.556569891625
G3bp1,10806.50672027218,40075.96707754518,63432.112437083626,19955.315436947512,39434.86693607017,39227.04140615679
G3bp2,40249.74390918669,29682.47176385333,35923.13429971288,12032.821528602402,25622.35761375264,24011.87534210922
G6pdx,29352.132143335686,24409.196585109825,18886.518074626045,44552.72514037638,19373.52914175675,31998.98046469914
Gadd45gip1,23943.294710846483,28017.323074036536,51396.810252831536,35844.580047771786,43514.26758279947,69711.21916917106
Gak,10180.594028269654,13472.908698464887,21569.000191710897,12485.337567501429,6557.636348594346,13930.64778927279
Gal3st2,712.1271871662343,9298.213057346231,23027.200174306,11048.243543761477,10711.552614768669,9053.949243138113
Gale,195805.11134955127,33941.624580259384,46921.07862760368,54187.810152031554,96803.65003968337,149573.69294935965
Galm,107834.73976235886,196731.76063723196,236415.8324322394,119293.38504327627,122808.64962893553,249888.2636878001
Galnt1,14897.838818795093,21271.359964166826,15826.140283228367,21214.2027444957,11560.911304276742,18093.19131622073
Galnt3,31461.984932590716,13152.542697308936,9790807.93494939,13907.852072675909,6409990.283127013,9030.181967042163
Galnt5,3749.1454878394234,456.32670146030745,492.4452612279129,501.51106595273336,503.7865945407335,504.357755128456
Galnt6,17220.983188169495,37978.19176879811,23813.021584063332,24506.095871554502,19539.580353010526,29989.605532962083
Galnt7,24281.550500980007,55706.551274575395,26026.009618473257,28155.50411626694,19943.48028769203,21800.838189216945
Ganab,42267.603703815825,98706.9080135087,56076.88961966694,71575.40145365433,62740.03510494221,37121.691567875656
Gapdh,657210.9429944878,970037.5283737249,1240782.5312136523,839935.1115056707,1261174.9244581796,978540.1122321986
Gar1,8689.173612325623,78036.93131781933,25118.418336311668,10971.721192690335,34944.34489933992,10329.73501839742
Gart,27764.562634860315,4301.048055608404,10413.41919284521,11018.740707597324,2160.089788657062,3342.791887084557
Gata4,21676.998716219645,23252.613924353984,16476.968502354703,23901.493254238077,21312.77833850794,13541.288659900101
